Date,Open,High,Low,Close
17-12-2014,717.0990751,731.272471,699.2446213,715.0406035
18-12-2014,718.0012621,732.1771215,700.1395488,715.9354933
19-12-2014,718.9034492,733.081772,701.0344763,716.8303831
20-12-2014,719.8056362,733.9864225,701.9294038,717.7252728
21-12-2014,720.7078233,734.8910729,702.8243313,718.6201626
22-12-2014,721.6100103,735.7957234,703.7192587,719.5150524
23-12-2014,722.5121974,736.7003739,704.6141862,720.4099421
24-12-2014,723.4143845,737.6050244,705.5091137,721.3048319
25-12-2014,724.3165715,738.5096749,706.4040412,722.1997217
26-12-2014,725.2187586,739.4143254,707.2989686,723.0946115
27-12-2014,726.1209456,740.3189759,708.1938961,723.9895012
28-12-2014,727.0231327,741.2236264,709.0888236,724.884391
29-12-2014,727.9253197,742.1282769,709.9837511,725.7792808
30-12-2014,728.8275068,743.0329274,710.8786786,726.6741705
31-12-2014,729.7296938,743.9375779,711.773606,727.5690603
01-01-2015,730.6318809,744.8422284,712.6685335,728.4639501
02-01-2015,731.5340679,745.7468789,713.563461,729.3588398
03-01-2015,732.436255,746.6515294,714.4583885,730.2537296
04-01-2015,733.338442,747.5561799,715.353316,731.1486194
05-01-2015,734.2406291,748.4608303,716.2482434,732.0435091
06-01-2015,735.1428161,749.3654808,717.1431709,732.9383989
07-01-2015,736.0450032,750.2701313,718.0380984,733.8332887
08-01-2015,736.9471902,751.1747818,718.9330259,734.7281784
09-01-2015,737.8493773,752.0794323,719.8279534,735.6230682
10-01-2015,738.7515643,752.9840828,720.7228808,736.517958
11-01-2015,739.6537514,753.8887333,721.6178083,737.4128477
12-01-2015,740.5559384,754.7933838,722.5127358,738.3077375
13-01-2015,741.4581255,755.6980343,723.4076633,739.2026273
14-01-2015,742.3603126,756.6026848,724.3025908,740.097517
15-01-2015,743.2624996,757.5073353,725.1975182,740.9924068
16-01-2015,744.1646867,758.4119858,726.0924457,741.8872966
17-01-2015,745.0668737,759.3166363,726.9873732,742.7821863
18-01-2015,745.9690608,760.2212868,727.8823007,743.6770761
19-01-2015,746.8712478,761.1259373,728.7772281,744.5719659
20-01-2015,747.7734349,762.0305878,729.6721556,745.4668556
21-01-2015,748.6756219,762.9352382,730.5670831,746.3617454
22-01-2015,749.577809,763.8398887,731.4620106,747.2566352
23-01-2015,750.479996,764.7445392,732.3569381,748.151525
24-01-2015,751.3821831,765.6491897,733.2518655,749.0464147
25-01-2015,752.2843701,766.5538402,734.146793,749.9413045
26-01-2015,753.1865572,767.4584907,735.0417205,750.8361943
27-01-2015,754.0887442,768.3631412,735.936648,751.731084
28-01-2015,754.9909313,769.2677917,736.8315755,752.6259738
29-01-2015,755.8931183,770.1724422,737.7265029,753.5208636
30-01-2015,756.7953054,771.0770927,738.6214304,754.4157533
31-01-2015,757.6974924,771.9817432,739.5163579,755.3106431
01-02-2015,758.5996795,772.8863937,740.4112854,756.2055329
02-02-2015,759.5018666,773.7910442,741.3062129,757.1004226
03-02-2015,760.4040536,774.6956947,742.2011403,757.9953124
04-02-2015,761.3062407,775.6003452,743.0960678,758.8902022
05-02-2015,762.2084277,776.5049956,743.9909953,759.7850919
06-02-2015,763.1106148,777.4096461,744.8859228,760.6799817
07-02-2015,764.0128018,778.3142966,745.7808503,761.5748715
08-02-2015,764.9149889,779.2189471,746.6757777,762.4697612
09-02-2015,765.8171759,780.1235976,747.5707052,763.364651
10-02-2015,766.719363,781.0282481,748.4656327,764.2595408
11-02-2015,767.62155,781.9328986,749.3605602,765.1544305
12-02-2015,768.5237371,782.8375491,750.2554876,766.0493203
13-02-2015,769.4259241,783.7421996,751.1504151,766.9442101
14-02-2015,770.3281112,784.6468501,752.0453426,767.8390998
15-02-2015,771.2302982,785.5515006,752.9402701,768.7339896
16-02-2015,772.1324853,786.4561511,753.8351976,769.6288794
17-02-2015,773.0346723,787.3608016,754.730125,770.5237692
18-02-2015,773.9368594,788.2654521,755.6250525,771.4186589
19-02-2015,774.8390464,789.1701026,756.51998,772.3135487
20-02-2015,775.7412335,790.074753,757.4149075,773.2084385
21-02-2015,776.6434205,790.9794035,758.309835,774.1033282
22-02-2015,777.5456076,791.884054,759.2047624,774.998218
23-02-2015,778.4477947,792.7887045,760.0996899,775.8931078
24-02-2015,779.3499817,793.693355,760.9946174,776.7879975
25-02-2015,780.2521688,794.5980055,761.8895449,777.6828873
26-02-2015,781.1543558,795.502656,762.7844724,778.5777771
27-02-2015,782.0565429,796.4073065,763.6793998,779.4726668
28-02-2015,782.9587299,797.311957,764.5743273,780.3675566
01-03-2015,783.860917,798.2166075,765.4692548,781.2624464
02-03-2015,784.763104,799.121258,766.3641823,782.1573361
03-03-2015,785.6652911,800.0259085,767.2591098,783.0522259
04-03-2015,786.5674781,800.930559,768.1540372,783.9471157
05-03-2015,787.4696652,801.8352095,769.0489647,784.8420054
06-03-2015,788.3718522,802.73986,769.9438922,785.7368952
07-03-2015,789.2740393,803.6445104,770.8388197,786.631785
08-03-2015,790.1762263,804.5491609,771.7337472,787.5266747
09-03-2015,791.0784134,805.4538114,772.6286746,788.4215645
10-03-2015,791.9806004,806.3584619,773.5236021,789.3164543
11-03-2015,792.8827875,807.2631124,774.4185296,790.211344
12-03-2015,793.7849745,808.1677629,775.3134571,791.1062338
13-03-2015,794.6871616,809.0724134,776.2083845,792.0011236
14-03-2015,795.5893486,809.9770639,777.103312,792.8960133
15-03-2015,796.4915357,810.8817144,777.9982395,793.7909031
16-03-2015,797.3937228,811.7863649,778.893167,794.6857929
17-03-2015,798.2959098,812.6910154,779.7880945,795.5806827
18-03-2015,799.1980969,813.5956659,780.6830219,796.4755724
19-03-2015,800.1002839,814.5003164,781.5779494,797.3704622
20-03-2015,801.002471,815.4049669,782.4728769,798.265352
21-03-2015,801.904658,816.3096174,783.3678044,799.1602417
22-03-2015,802.8068451,817.2142678,784.2627319,800.0551315
23-03-2015,803.7090321,818.1189183,785.1576593,800.9500213
24-03-2015,804.6112192,819.0235688,786.0525868,801.844911
25-03-2015,805.5134062,819.9282193,786.9475143,802.7398008
26-03-2015,806.4155933,820.8328698,787.8424418,803.6346906
27-03-2015,807.3177803,821.7375203,788.7373693,804.5295803
28-03-2015,808.2199674,822.6421708,789.6322967,805.4244701
29-03-2015,809.1221544,823.5468213,790.5272242,806.3193599
30-03-2015,810.0243415,824.4514718,791.4221517,807.2142496
31-03-2015,810.9265285,825.3561223,792.3170792,808.1091394
01-04-2015,811.8287156,826.2607728,793.2120067,809.0040292
02-04-2015,812.7309026,827.1654233,794.1069341,809.8989189
03-04-2015,813.6330897,828.0700738,795.0018616,810.7938087
04-04-2015,814.5352767,828.9747243,795.8967891,811.6886985
05-04-2015,815.4374638,829.8793748,796.7917166,812.5835882
06-04-2015,816.3396509,830.7840252,797.686644,813.478478
07-04-2015,817.2418379,831.6886757,798.5815715,814.3733678
08-04-2015,818.144025,832.5933262,799.476499,815.2682575
09-04-2015,819.046212,833.4979767,800.3714265,816.1631473
10-04-2015,819.9483991,834.4026272,801.266354,817.0580371
11-04-2015,820.8505861,835.3072777,802.1612814,817.9529268
12-04-2015,821.7527732,836.2119282,803.0562089,818.8478166
13-04-2015,822.6549602,837.1165787,803.9511364,819.7427064
14-04-2015,823.5571473,838.0212292,804.8460639,820.6375962
15-04-2015,824.4593343,838.9258797,805.7409914,821.5324859
16-04-2015,825.3615214,839.8305302,806.6359188,822.4273757
17-04-2015,826.2637084,840.7351807,807.5308463,823.3222655
18-04-2015,827.1658955,841.6398312,808.4257738,824.2171552
19-04-2015,828.0680825,842.5444817,809.3207013,825.112045
20-04-2015,828.9702696,843.4491322,810.2156288,826.0069348
21-04-2015,829.8724566,844.3537826,811.1105562,826.9018245
22-04-2015,830.7746437,845.2584331,812.0054837,827.7967143
23-04-2015,831.6768307,846.1630836,812.9004112,828.6916041
24-04-2015,832.5790178,847.0677341,813.7953387,829.5864938
25-04-2015,833.4812048,847.9723846,814.6902662,830.4813836
26-04-2015,834.3833919,848.8770351,815.5851936,831.3762734
27-04-2015,835.285579,849.7816856,816.4801211,832.2711631
28-04-2015,836.187766,850.6863361,817.3750486,833.1660529
29-04-2015,837.0899531,851.5909866,818.2699761,834.0609427
30-04-2015,837.9921401,852.4956371,819.1649035,834.9558324
01-05-2015,838.8943272,853.4002876,820.059831,835.8507222
02-05-2015,839.7965142,854.3049381,820.9547585,836.745612
03-05-2015,840.6987013,855.2095886,821.849686,837.6405017
04-05-2015,841.6008883,856.1142391,822.7446135,838.5353915
05-05-2015,842.5030754,857.0188896,823.6395409,839.4302813
06-05-2015,843.4052624,857.92354,824.5344684,840.325171
07-05-2015,844.3074495,858.8281905,825.4293959,841.2200608
08-05-2015,845.2096365,859.732841,826.3243234,842.1149506
09-05-2015,846.1118236,860.6374915,827.2192509,843.0098403
10-05-2015,847.0140106,861.542142,828.1141783,843.9047301
11-05-2015,847.9161977,862.4467925,829.0091058,844.7996199
12-05-2015,848.8183847,863.351443,829.9040333,845.6945097
13-05-2015,849.7205718,864.2560935,830.7989608,846.5893994
14-05-2015,850.6227588,865.160744,831.6938883,847.4842892
15-05-2015,851.5249459,866.0653945,832.5888157,848.379179
16-05-2015,852.4271329,866.970045,833.4837432,849.2740687
17-05-2015,853.32932,867.8746955,834.3786707,850.1689585
18-05-2015,854.2315071,868.779346,835.2735982,851.0638483
19-05-2015,855.1336941,869.6839965,836.1685257,851.958738
20-05-2015,856.0358812,870.588647,837.0634531,852.8536278
21-05-2015,856.9380682,871.4932975,837.9583806,853.7485176
22-05-2015,857.8402553,872.3979479,838.8533081,854.6434073
23-05-2015,858.7424423,873.3025984,839.7482356,855.5382971
24-05-2015,859.6446294,874.2072489,840.643163,856.4331869
25-05-2015,860.5468164,875.1118994,841.5380905,857.3280766
26-05-2015,861.4490035,876.0165499,842.433018,858.2229664
27-05-2015,862.3511905,876.9212004,843.3279455,859.1178562
28-05-2015,863.2533776,877.8258509,844.222873,860.0127459
29-05-2015,864.1555646,878.7305014,845.1178004,860.9076357
30-05-2015,865.0577517,879.6351519,846.0127279,861.8025255
31-05-2015,865.9599387,880.5398024,846.9076554,862.6974152
01-06-2015,866.8621258,881.4444529,847.8025829,863.592305
02-06-2015,867.7643128,882.3491034,848.6975104,864.4871948
03-06-2015,868.6664999,883.2537539,849.5924378,865.3820845
04-06-2015,869.5686869,884.1584044,850.4873653,866.2769743
05-06-2015,870.470874,885.0630549,851.3822928,867.1718641
06-06-2015,871.373061,885.9677053,852.2772203,868.0667538
07-06-2015,872.2752481,886.8723558,853.1721478,868.9616436
08-06-2015,873.1774352,887.7770063,854.0670752,869.8565334
09-06-2015,874.0796222,888.6816568,854.9620027,870.7514232
10-06-2015,874.9818093,889.5863073,855.8569302,871.6463129
11-06-2015,875.8839963,890.4909578,856.7518577,872.5412027
12-06-2015,876.7861834,891.3956083,857.6467852,873.4360925
13-06-2015,877.6883704,892.3002588,858.5417126,874.3309822
14-06-2015,878.5905575,893.2049093,859.4366401,875.225872
15-06-2015,879.4927445,894.1095598,860.3315676,876.1207618
16-06-2015,880.3949316,895.0142103,861.2264951,877.0156515
17-06-2015,881.2971186,895.9188608,862.1214225,877.9105413
18-06-2015,882.1993057,896.8235113,863.01635,878.8054311
19-06-2015,883.1014927,897.7281618,863.9112775,879.7003208
20-06-2015,884.0036798,898.6328123,864.806205,880.5952106
21-06-2015,884.9058668,899.5374627,865.7011325,881.4901004
22-06-2015,885.8080539,900.4421132,866.5960599,882.3849901
23-06-2015,886.7102409,901.3467637,867.4909874,883.2798799
24-06-2015,887.612428,902.2514142,868.3859149,884.1747697
25-06-2015,888.514615,903.1560647,869.2808424,885.0696594
26-06-2015,889.4168021,904.0607152,870.1757699,885.9645492
27-06-2015,890.3189891,904.9653657,871.0706973,886.859439
28-06-2015,891.2211762,905.8700162,871.9656248,887.7543287
29-06-2015,892.1233633,906.7746667,872.8605523,888.6492185
30-06-2015,893.0255503,907.6793172,873.7554798,889.5441083
01-07-2015,893.9277374,908.5839677,874.6504073,890.438998
02-07-2015,894.8299244,909.4886182,875.5453347,891.3338878
03-07-2015,895.7321115,910.3932687,876.4402622,892.2287776
04-07-2015,896.6342985,911.2979192,877.3351897,893.1236673
05-07-2015,897.5364856,912.2025697,878.2301172,894.0185571
06-07-2015,898.4386726,913.1072201,879.1250447,894.9134469
07-07-2015,899.3408597,914.0118706,880.0199721,895.8083367
08-07-2015,900.2430467,914.9165211,880.9148996,896.7032264
09-07-2015,901.1452338,915.8211716,881.8098271,897.5981162
10-07-2015,902.0474208,916.7258221,882.7047546,898.493006
11-07-2015,902.9496079,917.6304726,883.599682,899.3878957
12-07-2015,903.8517949,918.5351231,884.4946095,900.2827855
13-07-2015,904.753982,919.4397736,885.389537,901.1776753
14-07-2015,905.656169,920.3444241,886.2844645,902.072565
15-07-2015,906.5583561,921.2490746,887.179392,902.9674548
16-07-2015,907.4605431,922.1537251,888.0743194,903.8623446
17-07-2015,908.3627302,923.0583756,888.9692469,904.7572343
18-07-2015,909.2649172,923.9630261,889.8641744,905.6521241
19-07-2015,910.1671043,924.8676766,890.7591019,906.5470139
20-07-2015,911.0692914,925.7723271,891.6540294,907.4419036
21-07-2015,911.9714784,926.6769775,892.5489568,908.3367934
22-07-2015,912.8736655,927.581628,893.4438843,909.2316832
23-07-2015,913.7758525,928.4862785,894.3388118,910.1265729
24-07-2015,914.6780396,929.390929,895.2337393,911.0214627
25-07-2015,915.5802266,930.2955795,896.1286668,911.9163525
26-07-2015,916.4824137,931.20023,897.0235942,912.8112422
27-07-2015,917.3846007,932.1048805,897.9185217,913.706132
28-07-2015,918.2867878,933.009531,898.8134492,914.6010218
29-07-2015,919.1889748,933.9141815,899.7083767,915.4959115
30-07-2015,920.0911619,934.818832,900.6033042,916.3908013
31-07-2015,920.9933489,935.7234825,901.4982316,917.2856911
01-08-2015,921.895536,936.628133,902.3931591,918.1805808
02-08-2015,922.797723,937.5327835,903.2880866,919.0754706
03-08-2015,923.6999101,938.437434,904.1830141,919.9703604
04-08-2015,924.6020971,939.3420845,905.0779415,920.8652502
05-08-2015,925.5042842,940.2467349,905.972869,921.7601399
06-08-2015,926.4064712,941.1513854,906.8677965,922.6550297
07-08-2015,927.3086583,942.0560359,907.762724,923.5499195
08-08-2015,928.2108453,942.9606864,908.6576515,924.4448092
09-08-2015,929.1130324,943.8653369,909.5525789,925.339699
10-08-2015,930.0152195,944.7699874,910.4475064,926.2345888
11-08-2015,930.9174065,945.6746379,911.3424339,927.1294785
12-08-2015,931.8195936,946.5792884,912.2373614,928.0243683
13-08-2015,932.7217806,947.4839389,913.1322889,928.9192581
14-08-2015,933.6239677,948.3885894,914.0272163,929.8141478
15-08-2015,934.5261547,949.2932399,914.9221438,930.7090376
16-08-2015,935.4283418,950.1978904,915.8170713,931.6039274
17-08-2015,936.3305288,951.1025409,916.7119988,932.4988171
18-08-2015,937.2327159,952.0071914,917.6069263,933.3937069
19-08-2015,938.1349029,952.9118419,918.5018537,934.2885967
20-08-2015,939.03709,953.8164923,919.3967812,935.1834864
21-08-2015,939.939277,954.7211428,920.2917087,936.0783762
22-08-2015,940.8414641,955.6257933,921.1866362,936.973266
23-08-2015,941.7436511,956.5304438,922.0815637,937.8681557
24-08-2015,942.6458382,957.4350943,922.9764911,938.7630455
25-08-2015,943.5480252,958.3397448,923.8714186,939.6579353
26-08-2015,944.4502123,959.2443953,924.7663461,940.552825
27-08-2015,945.3523993,960.1490458,925.6612736,941.4477148
28-08-2015,946.2545864,961.0536963,926.556201,942.3426046
29-08-2015,947.1567734,961.9583468,927.4511285,943.2374943
30-08-2015,948.0589605,962.8629973,928.346056,944.1323841
31-08-2015,948.9611476,963.7676478,929.2409835,945.0272739
01-09-2015,949.8633346,964.6722983,930.135911,945.9221637
02-09-2015,950.7655217,965.5769488,931.0308384,946.8170534
03-09-2015,951.6677087,966.4815993,931.9257659,947.7119432
04-09-2015,952.5698958,967.3862498,932.8206934,948.606833
05-09-2015,953.4720828,968.2909002,933.7156209,949.5017227
06-09-2015,954.3742699,969.1955507,934.6105484,950.3966125
07-09-2015,955.2764569,970.1002012,935.5054758,951.2915023
08-09-2015,956.178644,971.0048517,936.4004033,952.186392
09-09-2015,957.080831,971.9095022,937.2953308,953.0812818
10-09-2015,957.9830181,972.8141527,938.1902583,953.9761716
11-09-2015,958.8852051,973.7188032,939.0851858,954.8710613
12-09-2015,959.7873922,974.6234537,939.9801132,955.7659511
13-09-2015,960.6895792,975.5281042,940.8750407,956.6608409
14-09-2015,961.5917663,976.4327547,941.7699682,957.5557306
15-09-2015,962.4939533,977.3374052,942.6648957,958.4506204
16-09-2015,963.3961404,978.2420557,943.5598232,959.3455102
17-09-2015,964.2983274,979.1467062,944.4547506,960.2403999
18-09-2015,965.2005145,980.0513567,945.3496781,961.1352897
19-09-2015,966.1027015,980.9560072,946.2446056,962.0301795
20-09-2015,967.0048886,981.8606576,947.1395331,962.9250692
21-09-2015,967.9070757,982.7653081,948.0344606,963.819959
22-09-2015,968.8092627,983.6699586,948.929388,964.7148488
23-09-2015,969.7114498,984.5746091,949.8243155,965.6097385
24-09-2015,970.6136368,985.4792596,950.719243,966.5046283
25-09-2015,971.5158239,986.3839101,951.6141705,967.3995181
26-09-2015,972.4180109,987.2885606,952.5090979,968.2944078
27-09-2015,973.320198,988.1932111,953.4040254,969.1892976
28-09-2015,974.222385,989.0978616,954.2989529,970.0841874
29-09-2015,975.1245721,990.0025121,955.1938804,970.9790772
30-09-2015,976.0267591,990.9071626,956.0888079,971.8739669
01-10-2015,976.9289462,991.8118131,956.9837353,972.7688567
02-10-2015,977.8311332,992.7164636,957.8786628,973.6637465
03-10-2015,978.7333203,993.6211141,958.7735903,974.5586362
04-10-2015,979.6355073,994.5257646,959.6685178,975.453526
05-10-2015,980.5376944,995.430415,960.5634453,976.3484158
06-10-2015,981.4398814,996.3350655,961.4583727,977.2433055
07-10-2015,982.3420685,997.239716,962.3533002,978.1381953
08-10-2015,983.2442555,998.1443665,963.2482277,979.0330851
09-10-2015,984.1464426,999.049017,964.1431552,979.9279748
10-10-2015,985.0486296,999.9536675,965.0380827,980.8228646
11-10-2015,985.9508167,1000.858318,965.9330101,981.7177544
12-10-2015,986.8530038,1001.762968,966.8279376,982.6126441
13-10-2015,987.7551908,1002.667619,967.7228651,983.5075339
14-10-2015,988.6573779,1003.572269,968.6177926,984.4024237
15-10-2015,989.5595649,1004.47692,969.5127201,985.2973134
16-10-2015,990.461752,1005.38157,970.4076475,986.1922032
17-10-2015,991.363939,1006.286221,971.302575,987.087093
18-10-2015,992.2661261,1007.190871,972.1975025,987.9819827
19-10-2015,993.1683131,1008.095522,973.09243,988.8768725
20-10-2015,994.0705002,1009.000172,973.9873574,989.7717623
21-10-2015,994.9726872,1009.904823,974.8822849,990.666652
22-10-2015,995.8748743,1010.809473,975.7772124,991.5615418
23-10-2015,996.7770613,1011.714124,976.6721399,992.4564316
24-10-2015,997.6792484,1012.618774,977.5670674,993.3513213
25-10-2015,998.5814354,1013.523425,978.4619948,994.2462111
26-10-2015,999.4836225,1014.428075,979.3569223,995.1411009
27-10-2015,1000.38581,1015.332726,980.2518498,996.0359907
28-10-2015,1001.287997,1016.237376,981.1467773,996.9308804
29-10-2015,1002.190184,1017.142027,982.0417048,997.8257702
30-10-2015,1003.092371,1018.046677,982.9366322,998.72066
31-10-2015,1003.994558,1018.951328,983.8315597,999.6155497
01-11-2015,1004.896745,1019.855978,984.7264872,1000.510439
02-11-2015,1005.798932,1020.760629,985.6214147,1001.405329
03-11-2015,1006.701119,1021.665279,986.5163422,1002.300219
04-11-2015,1007.603306,1022.56993,987.4112696,1003.195109
05-11-2015,1008.505493,1023.47458,988.3061971,1004.089999
06-11-2015,1009.40768,1024.379231,989.2011246,1004.984888
07-11-2015,1010.309867,1025.283881,990.0960521,1005.879778
08-11-2015,1011.212054,1026.188532,990.9909796,1006.774668
09-11-2015,1012.114241,1027.093182,991.885907,1007.669558
10-11-2015,1013.016428,1027.997833,992.7808345,1008.564447
11-11-2015,1013.918615,1028.902483,993.675762,1009.459337
12-11-2015,1014.820802,1029.807134,994.5706895,1010.354227
13-11-2015,1015.722989,1030.711784,995.4656169,1011.249117
14-11-2015,1016.625176,1031.616435,996.3605444,1012.144006
15-11-2015,1017.527364,1032.521085,997.2554719,1013.038896
16-11-2015,1018.429551,1033.425736,998.1503994,1013.933786
17-11-2015,1019.331738,1034.330386,999.0453269,1014.828676
18-11-2015,1020.233925,1035.235037,999.9402543,1015.723566
19-11-2015,1021.136112,1036.139687,1000.835182,1016.618455
20-11-2015,1022.038299,1037.044338,1001.730109,1017.513345
21-11-2015,1022.940486,1037.948988,1002.625037,1018.408235
22-11-2015,1023.842673,1038.853639,1003.519964,1019.303125
23-11-2015,1024.74486,1039.758289,1004.414892,1020.198014
24-11-2015,1025.647047,1040.66294,1005.309819,1021.092904
25-11-2015,1026.549234,1041.56759,1006.204747,1021.987794
26-11-2015,1027.451421,1042.472241,1007.099674,1022.882684
27-11-2015,1028.353608,1043.376891,1007.994602,1023.777573
28-11-2015,1029.255795,1044.281542,1008.889529,1024.672463
29-11-2015,1030.157982,1045.186192,1009.784457,1025.567353
30-11-2015,1031.060169,1046.090843,1010.679384,1026.462243
01-12-2015,1031.962356,1046.995493,1011.574312,1027.357133
02-12-2015,1032.864543,1047.900144,1012.469239,1028.252022
03-12-2015,1033.76673,1048.804794,1013.364167,1029.146912
04-12-2015,1034.668918,1049.709445,1014.259094,1030.041802
05-12-2015,1035.571105,1050.614095,1015.154021,1030.936692
06-12-2015,1036.473292,1051.518746,1016.048949,1031.831581
07-12-2015,1037.375479,1052.423396,1016.943876,1032.726471
08-12-2015,1038.277666,1053.328047,1017.838804,1033.621361
09-12-2015,1039.179853,1054.232697,1018.733731,1034.516251
10-12-2015,1040.08204,1055.137348,1019.628659,1035.41114
11-12-2015,1040.984227,1056.041998,1020.523586,1036.30603
12-12-2015,1041.886414,1056.946649,1021.418514,1037.20092
13-12-2015,1042.788601,1057.851299,1022.313441,1038.09581
14-12-2015,1043.690788,1058.75595,1023.208369,1038.9907
15-12-2015,1044.592975,1059.6606,1024.103296,1039.885589
16-12-2015,1045.495162,1060.565251,1024.998224,1040.780479
17-12-2015,1046.397349,1061.469901,1025.893151,1041.675369
18-12-2015,1047.299536,1062.374552,1026.788079,1042.570259
19-12-2015,1048.201723,1063.279202,1027.683006,1043.465148
20-12-2015,1049.10391,1064.183853,1028.577934,1044.360038
21-12-2015,1050.006097,1065.088503,1029.472861,1045.254928
22-12-2015,1050.908284,1065.993154,1030.367789,1046.149818
23-12-2015,1051.810472,1066.897804,1031.262716,1047.044707
24-12-2015,1052.712659,1067.802455,1032.157644,1047.939597
25-12-2015,1053.614846,1068.707105,1033.052571,1048.834487
26-12-2015,1054.517033,1069.611756,1033.947499,1049.729377
27-12-2015,1055.41922,1070.516406,1034.842426,1050.624266
28-12-2015,1056.321407,1071.421056,1035.737354,1051.519156
29-12-2015,1057.223594,1072.325707,1036.632281,1052.414046
30-12-2015,1058.125781,1073.230357,1037.527208,1053.308936
31-12-2015,1059.027968,1074.135008,1038.422136,1054.203826
01-01-2016,1059.930155,1075.039658,1039.317063,1055.098715
02-01-2016,1060.832342,1075.944309,1040.211991,1055.993605
03-01-2016,1061.734529,1076.848959,1041.106918,1056.888495
04-01-2016,1062.636716,1077.75361,1042.001846,1057.783385
05-01-2016,1063.538903,1078.65826,1042.896773,1058.678274
06-01-2016,1064.44109,1079.562911,1043.791701,1059.573164
07-01-2016,1065.343277,1080.467561,1044.686628,1060.468054
08-01-2016,1066.245464,1081.372212,1045.581556,1061.362944
09-01-2016,1067.147651,1082.276862,1046.476483,1062.257833
10-01-2016,1068.049838,1083.181513,1047.371411,1063.152723
11-01-2016,1068.952026,1084.086163,1048.266338,1064.047613
12-01-2016,1069.854213,1084.990814,1049.161266,1064.942503
13-01-2016,1070.7564,1085.895464,1050.056193,1065.837393
14-01-2016,1071.658587,1086.800115,1050.951121,1066.732282
15-01-2016,1072.560774,1087.704765,1051.846048,1067.627172
16-01-2016,1073.462961,1088.609416,1052.740976,1068.522062
17-01-2016,1074.365148,1089.514066,1053.635903,1069.416952
18-01-2016,1075.267335,1090.418717,1054.530831,1070.311841
19-01-2016,1076.169522,1091.323367,1055.425758,1071.206731
20-01-2016,1077.071709,1092.228018,1056.320686,1072.101621
21-01-2016,1077.973896,1093.132668,1057.215613,1072.996511
22-01-2016,1078.876083,1094.037319,1058.11054,1073.8914
23-01-2016,1079.77827,1094.941969,1059.005468,1074.78629
24-01-2016,1080.680457,1095.84662,1059.900395,1075.68118
25-01-2016,1081.582644,1096.75127,1060.795323,1076.57607
26-01-2016,1082.484831,1097.655921,1061.69025,1077.47096
27-01-2016,1083.387018,1098.560571,1062.585178,1078.365849
28-01-2016,1084.289205,1099.465222,1063.480105,1079.260739
29-01-2016,1085.191392,1100.369872,1064.375033,1080.155629
30-01-2016,1086.09358,1101.274523,1065.26996,1081.050519
31-01-2016,1086.995767,1102.179173,1066.164888,1081.945408
01-02-2016,1087.897954,1103.083824,1067.059815,1082.840298
02-02-2016,1088.800141,1103.988474,1067.954743,1083.735188
03-02-2016,1089.702328,1104.893125,1068.84967,1084.630078
04-02-2016,1090.604515,1105.797775,1069.744598,1085.524967
05-02-2016,1091.506702,1106.702426,1070.639525,1086.419857
06-02-2016,1092.408889,1107.607076,1071.534453,1087.314747
07-02-2016,1093.311076,1108.511727,1072.42938,1088.209637
08-02-2016,1094.213263,1109.416377,1073.324308,1089.104527
09-02-2016,1095.11545,1110.321028,1074.219235,1089.999416
10-02-2016,1096.017637,1111.225678,1075.114163,1090.894306
11-02-2016,1096.919824,1112.130329,1076.00909,1091.789196
12-02-2016,1097.822011,1113.034979,1076.904018,1092.684086
13-02-2016,1098.724198,1113.93963,1077.798945,1093.578975
14-02-2016,1099.626385,1114.84428,1078.693873,1094.473865
15-02-2016,1100.528572,1115.748931,1079.5888,1095.368755
16-02-2016,1101.430759,1116.653581,1080.483727,1096.263645
17-02-2016,1102.332946,1117.558232,1081.378655,1097.158534
18-02-2016,1103.235134,1118.462882,1082.273582,1098.053424
19-02-2016,1104.137321,1119.367533,1083.16851,1098.948314
20-02-2016,1105.039508,1120.272183,1084.063437,1099.843204
21-02-2016,1105.941695,1121.176834,1084.958365,1100.738093
22-02-2016,1106.843882,1122.081484,1085.853292,1101.632983
23-02-2016,1107.746069,1122.986135,1086.74822,1102.527873
24-02-2016,1108.648256,1123.890785,1087.643147,1103.422763
25-02-2016,1109.550443,1124.795436,1088.538075,1104.317653
26-02-2016,1110.45263,1125.700086,1089.433002,1105.212542
27-02-2016,1111.354817,1126.604737,1090.32793,1106.107432
28-02-2016,1112.257004,1127.509387,1091.222857,1107.002322
29-02-2016,1113.159191,1128.414038,1092.117785,1107.897212
01-03-2016,1114.061378,1129.318688,1093.012712,1108.792101
02-03-2016,1114.963565,1130.223339,1093.90764,1109.686991
03-03-2016,1115.865752,1131.127989,1094.802567,1110.581881
04-03-2016,1116.767939,1132.03264,1095.697495,1111.476771
05-03-2016,1117.670126,1132.93729,1096.592422,1112.37166
06-03-2016,1118.572313,1133.841941,1097.48735,1113.26655
07-03-2016,1119.4745,1134.746591,1098.382277,1114.16144
08-03-2016,1120.376688,1135.651242,1099.277205,1115.05633
09-03-2016,1121.278875,1136.555892,1100.172132,1115.95122
10-03-2016,1122.181062,1137.460543,1101.067059,1116.846109
11-03-2016,1123.083249,1138.365193,1101.961987,1117.740999
12-03-2016,1123.985436,1139.269843,1102.856914,1118.635889
13-03-2016,1124.887623,1140.174494,1103.751842,1119.530779
14-03-2016,1125.78981,1141.079144,1104.646769,1120.425668
15-03-2016,1126.691997,1141.983795,1105.541697,1121.320558
